Channel 1 - P4;Channel 2 - O2;Channel 3 - P8;Channel 4 - T8;Channel 5 - C4;Channel 6 - Cz;Channel 7 - Fz;Channel 8 - F4;Channel 9 - Fp2;Channel 10 - F8;Channel 11 - Fp1;Channel 12 - F7;Channel 13 - F3;Channel 14 - C3;Channel 15 - T7;Channel 16 - P7;Channel 17 - P3;Channel 18 - O1;Channel 19 - Pz
-9.465164167;1.481722823;-8.995273178;-8.208609068;-8.831936561;-15.305494;15.50253212;7.105336319;-23.41472062;-2.759242123;15.94513095;-4.503589255;0.484803855;-11.86745488;4.12562767;5.92163855;-10.016288;-10.04845599;-12.01181596
2.61067188;9.210224335;9.88307465;7.57692695;3.656155563;-6.313092241;-16.09738624;8.04817436;-37.8514332;5.481567367;24.41527981;6.841537647;-1.609008022;-0.939980853;-0.107647831;1.842801382;1.718554947;3.870954874;-7.309684328
12.5549503;15.26937071;24.03876365;21.48144432;11.52407425;1.28699959;-28.85048432;3.600820869;-46.32291656;7.501298854;22.11451694;14.37183929;-4.41894127;5.749127899;-4.046874026;-10.01226646;12.30799612;15.97029191;-1.92547843
15.56025427;18.06828877;27.04895719;28.04594442;11.36799474;4.097589957;-15.13724663;-3.737973776;-44.85030777;3.622032729;10.73912499;14.60355304;-4.132906233;4.607462506;-5.61467124;-24.98195637;17.9134487;21.13;2.092545285
11.6656152;17.54027646;19.88474411;26.19523703;4.894474564;2.37080361;14.33695989;-10.40293673;-34.32114956;-2.340965299;-2.682846718;9.011091285;0.188686996;-2.675074151;-4.850743745;-35.36296251;17.66722597;19.25255172;4.016402267
5.045471829;14.56180758;9.356864366;19.03639269;-2.774229306;-0.798937674;39.48910009;-13.87370995;-20.66650097;-6.205607982;-10.52614019;2.46876664;5.611310371;-10.58837699;-3.629897832;-34.7385964;13.31804774;14.34517107;4.339532783
0.643994297;10.34595408;2.853251363;11.23027755;-6.823606075;-2.154107211;45.84804508;-13.64495429;-11.24519504;-6.203874667;-9.518953225;-0.530492553;7.581162363;-13.80633867;-3.878447994;-21.77973613;7.522107883;11.021905;3.954597563
0.838489501;6.335136203;3.513609634;6.106357856;-5.682145235;-0.640386758;34.04553118;-10.70045559;-9.951072589;-3.459078905;-2.378707192;1.130879753;3.640928123;-10.68713045;-5.798535729;-1.15200817;2.275351663;11.34137832;3.391791846
4.46580511;4.311576708;9.179291238;4.447271167;-1.253637095;2.253015211;17.23789431;-6.32646108;-14.75792832;-0.284466058;4.844043021;5.140965928;-4.401554683;-3.834627886;-7.599996947;18.97778257;-1.53115746;14.20191206;2.668335839
8.498934678;6.038048368;15.22653212;5.259944951;3.24937891;4.150634233;9.602097163;-1.398678449;-19.63383215;1.898641679;7.465208061;8.302486287;-11.62185782;2.32957384;-6.990496684;31.24365846;-3.610208165;17.1985598;1.67923271
